,metric,method,truncation_mode,level,k,silhouette,DBscore
692,dice,weighted,lastp,2,8,0.019948847200862492,1.2149642688251876
693,dice,weighted,lastp,2,9,0.014055305850343302,1.2909092647051952
694,dice,weighted,lastp,2,10,0.012185412846855145,1.3671134763114605
695,dice,weighted,lastp,3,6,0.10747111027532444,1.2243696402253277
696,dice,weighted,lastp,3,7,0.04455701501255089,1.2928189714142808
697,dice,weighted,lastp,3,8,0.019948847200862492,1.2149642688251876
698,dice,weighted,lastp,3,9,0.014055305850343302,1.2909092647051952
699,dice,weighted,lastp,3,10,0.012185412846855145,1.3671134763114605
700,dice,weighted,lastp,4,6,0.10747111027532444,1.2243696402253277
701,dice,weighted,lastp,4,7,0.04455701501255089,1.2928189714142808
702,dice,weighted,lastp,4,8,0.019948847200862492,1.2149642688251876
703,dice,weighted,lastp,4,9,0.014055305850343302,1.2909092647051952
704,dice,weighted,lastp,4,10,0.012185412846855145,1.3671134763114605
705,dice,weighted,level,2,6,0.10747111027532444,1.2243696402253277
706,dice,weighted,level,2,7,0.04455701501255089,1.2928189714142808
707,dice,weighted,level,2,8,0.019948847200862492,1.2149642688251876
708,dice,weighted,level,2,9,0.014055305850343302,1.2909092647051952
709,dice,weighted,level,2,10,0.012185412846855145,1.3671134763114605
710,dice,weighted,level,3,6,0.10747111027532444,1.2243696402253277
711,dice,weighted,level,3,7,0.04455701501255089,1.2928189714142808
712,dice,weighted,level,3,8,0.019948847200862492,1.2149642688251876
713,dice,weighted,level,3,9,0.014055305850343302,1.2909092647051952
714,dice,weighted,level,3,10,0.012185412846855145,1.3671134763114605
715,dice,weighted,level,4,6,0.10747111027532444,1.2243696402253277
716,dice,weighted,level,4,7,0.04455701501255089,1.2928189714142808
717,dice,weighted,level,4,8,0.019948847200862492,1.2149642688251876
718,dice,weighted,level,4,9,0.014055305850343302,1.2909092647051952
719,dice,weighted,level,4,10,0.012185412846855145,1.3671134763114605
720,euclidean,complete,,2,6,0.2287174920761535,1.7645735455127933
721,euclidean,complete,,2,7,0.2870578338700672,1.7367931729962618
722,euclidean,complete,,2,8,0.28496834528831744,1.9658684329543952
723,euclidean,complete,,2,9,0.3070011710833502,1.8704011316677622
724,euclidean,complete,,2,10,0.30628677259423337,1.7959781464819102
725,euclidean,complete,,3,6,0.2287174920761535,1.7645735455127933
726,euclidean,complete,,3,7,0.2870578338700672,1.7367931729962618
727,euclidean,complete,,3,8,0.28496834528831744,1.9658684329543952
728,euclidean,complete,,3,9,0.3070011710833502,1.8704011316677622
729,euclidean,complete,,3,10,0.30628677259423337,1.7959781464819102
730,euclidean,complete,,4,6,0.2287174920761535,1.7645735455127933
731,euclidean,complete,,4,7,0.2870578338700672,1.7367931729962618
732,euclidean,complete,,4,8,0.28496834528831744,1.9658684329543952
733,euclidean,complete,,4,9,0.3070011710833502,1.8704011316677622
734,euclidean,complete,,4,10,0.30628677259423337,1.7959781464819102
735,euclidean,complete,lastp,2,6,0.2287174920761535,1.7645735455127933
736,euclidean,complete,lastp,2,7,0.2870578338700672,1.7367931729962618
737,euclidean,complete,lastp,2,8,0.28496834528831744,1.9658684329543952
738,euclidean,complete,lastp,2,9,0.3070011710833502,1.8704011316677622
739,euclidean,complete,lastp,2,10,0.30628677259423337,1.7959781464819102
740,euclidean,complete,lastp,3,6,0.2287174920761535,1.7645735455127933
741,euclidean,complete,lastp,3,7,0.2870578338700672,1.7367931729962618
742,euclidean,complete,lastp,3,8,0.28496834528831744,1.9658684329543952
743,euclidean,complete,lastp,3,9,0.3070011710833502,1.8704011316677622
744,euclidean,complete,lastp,3,10,0.30628677259423337,1.7959781464819102
745,euclidean,complete,lastp,4,6,0.2287174920761535,1.7645735455127933
746,euclidean,complete,lastp,4,7,0.2870578338700672,1.7367931729962618
747,euclidean,complete,lastp,4,8,0.28496834528831744,1.9658684329543952
748,euclidean,complete,lastp,4,9,0.3070011710833502,1.8704011316677622
749,euclidean,complete,lastp,4,10,0.30628677259423337,1.7959781464819102
750,euclidean,complete,level,2,6,0.2287174920761535,1.7645735455127933
751,euclidean,complete,level,2,7,0.2870578338700672,1.7367931729962618
752,euclidean,complete,level,2,8,0.28496834528831744,1.9658684329543952
753,euclidean,complete,level,2,9,0.3070011710833502,1.8704011316677622
754,euclidean,complete,level,2,10,0.30628677259423337,1.7959781464819102
755,euclidean,complete,level,3,6,0.2287174920761535,1.7645735455127933
756,euclidean,complete,level,3,7,0.2870578338700672,1.7367931729962618
757,euclidean,complete,level,3,8,0.28496834528831744,1.9658684329543952
758,euclidean,complete,level,3,9,0.3070011710833502,1.8704011316677622
759,euclidean,complete,level,3,10,0.30628677259423337,1.7959781464819102
760,euclidean,complete,level,4,6,0.2287174920761535,1.7645735455127933
761,euclidean,complete,level,4,7,0.2870578338700672,1.7367931729962618
762,euclidean,complete,level,4,8,0.28496834528831744,1.9658684329543952
763,euclidean,complete,level,4,9,0.3070011710833502,1.8704011316677622
764,euclidean,complete,level,4,10,0.30628677259423337,1.7959781464819102
765,euclidean,single,,2,6,0.179723851090267,0.6110822959395682
766,euclidean,single,,2,7,0.17524452488515319,0.6044619216594421
767,euclidean,single,,2,8,0.17172714927173904,0.599100861905317
768,euclidean,single,,2,9,0.16110838391650376,0.5964041940181276
769,euclidean,single,,2,10,0.1210408920690714,0.6032423946688039
770,euclidean,single,,3,6,0.179723851090267,0.6110822959395682
771,euclidean,single,,3,7,0.17524452488515319,0.6044619216594421
772,euclidean,single,,3,8,0.17172714927173904,0.599100861905317
773,euclidean,single,,3,9,0.16110838391650376,0.5964041940181276
774,euclidean,single,,3,10,0.1210408920690714,0.6032423946688039
775,euclidean,single,,4,6,0.179723851090267,0.6110822959395682
776,euclidean,single,,4,7,0.17524452488515319,0.6044619216594421
777,euclidean,single,,4,8,0.17172714927173904,0.599100861905317
778,euclidean,single,,4,9,0.16110838391650376,0.5964041940181276
779,euclidean,single,,4,10,0.1210408920690714,0.6032423946688039
780,euclidean,single,lastp,2,6,0.179723851090267,0.6110822959395682
781,euclidean,single,lastp,2,7,0.17524452488515319,0.6044619216594421
782,euclidean,single,lastp,2,8,0.17172714927173904,0.599100861905317
783,euclidean,single,lastp,2,9,0.16110838391650376,0.5964041940181276
784,euclidean,single,lastp,2,10,0.1210408920690714,0.6032423946688039
785,euclidean,single,lastp,3,6,0.179723851090267,0.6110822959395682
786,euclidean,single,lastp,3,7,0.17524452488515319,0.6044619216594421
787,euclidean,single,lastp,3,8,0.17172714927173904,0.599100861905317
788,euclidean,single,lastp,3,9,0.16110838391650376,0.5964041940181276
789,euclidean,single,lastp,3,10,0.1210408920690714,0.6032423946688039
790,euclidean,single,lastp,4,6,0.179723851090267,0.6110822959395682
791,euclidean,single,lastp,4,7,0.17524452488515319,0.6044619216594421
792,euclidean,single,lastp,4,8,0.17172714927173904,0.599100861905317
793,euclidean,single,lastp,4,9,0.16110838391650376,0.5964041940181276
794,euclidean,single,lastp,4,10,0.1210408920690714,0.6032423946688039
795,euclidean,single,level,2,6,0.179723851090267,0.6110822959395682
796,euclidean,single,level,2,7,0.17524452488515319,0.6044619216594421
797,euclidean,single,level,2,8,0.17172714927173904,0.599100861905317
798,euclidean,single,level,2,9,0.16110838391650376,0.5964041940181276
799,euclidean,single,level,2,10,0.1210408920690714,0.6032423946688039
800,euclidean,single,level,3,6,0.179723851090267,0.6110822959395682
801,euclidean,single,level,3,7,0.17524452488515319,0.6044619216594421
802,euclidean,single,level,3,8,0.17172714927173904,0.599100861905317
803,euclidean,single,level,3,9,0.16110838391650376,0.5964041940181276
804,euclidean,single,level,3,10,0.1210408920690714,0.6032423946688039
805,euclidean,single,level,4,6,0.179723851090267,0.6110822959395682
806,euclidean,single,level,4,7,0.17524452488515319,0.6044619216594421
807,euclidean,single,level,4,8,0.17172714927173904,0.599100861905317
808,euclidean,single,level,4,9,0.16110838391650376,0.5964041940181276
809,euclidean,single,level,4,10,0.1210408920690714,0.6032423946688039
810,euclidean,average,,2,6,0.1982754038804867,1.344966520613604
811,euclidean,average,,2,7,0.3189325076715457,1.3570666618669927
812,euclidean,average,,2,8,0.3158836044860621,1.2615771690532647
813,euclidean,average,,2,9,0.29508991112405053,1.2759639927519388
814,euclidean,average,,2,10,0.28950336131039656,1.2059700081322802
815,euclidean,average,,3,6,0.1982754038804867,1.344966520613604
816,euclidean,average,,3,7,0.3189325076715457,1.3570666618669927
817,euclidean,average,,3,8,0.3158836044860621,1.2615771690532647
818,euclidean,average,,3,9,0.29508991112405053,1.2759639927519388
819,euclidean,average,,3,10,0.28950336131039656,1.2059700081322802
820,euclidean,average,,4,6,0.1982754038804867,1.344966520613604
821,euclidean,average,,4,7,0.3189325076715457,1.3570666618669927
822,euclidean,average,,4,8,0.3158836044860621,1.2615771690532647
823,euclidean,average,,4,9,0.29508991112405053,1.2759639927519388
824,euclidean,average,,4,10,0.28950336131039656,1.2059700081322802
825,euclidean,average,lastp,2,6,0.1982754038804867,1.344966520613604
826,euclidean,average,lastp,2,7,0.3189325076715457,1.3570666618669927
827,euclidean,average,lastp,2,8,0.3158836044860621,1.2615771690532647
828,euclidean,average,lastp,2,9,0.29508991112405053,1.2759639927519388
829,euclidean,average,lastp,2,10,0.28950336131039656,1.2059700081322802
830,euclidean,average,lastp,3,6,0.1982754038804867,1.344966520613604
831,euclidean,average,lastp,3,7,0.3189325076715457,1.3570666618669927
832,euclidean,average,lastp,3,8,0.3158836044860621,1.2615771690532647
833,euclidean,average,lastp,3,9,0.29508991112405053,1.2759639927519388
834,euclidean,average,lastp,3,10,0.28950336131039656,1.2059700081322802
835,euclidean,average,lastp,4,6,0.1982754038804867,1.344966520613604
836,euclidean,average,lastp,4,7,0.3189325076715457,1.3570666618669927
837,euclidean,average,lastp,4,8,0.3158836044860621,1.2615771690532647
838,euclidean,average,lastp,4,9,0.29508991112405053,1.2759639927519388
839,euclidean,average,lastp,4,10,0.28950336131039656,1.2059700081322802
840,euclidean,average,level,2,6,0.1982754038804867,1.344966520613604
841,euclidean,average,level,2,7,0.3189325076715457,1.3570666618669927
842,euclidean,average,level,2,8,0.3158836044860621,1.2615771690532647
843,euclidean,average,level,2,9,0.29508991112405053,1.2759639927519388
844,euclidean,average,level,2,10,0.28950336131039656,1.2059700081322802
845,euclidean,average,level,3,6,0.1982754038804867,1.344966520613604
846,euclidean,average,level,3,7,0.3189325076715457,1.3570666618669927
847,euclidean,average,level,3,8,0.3158836044860621,1.2615771690532647
848,euclidean,average,level,3,9,0.29508991112405053,1.2759639927519388
849,euclidean,average,level,3,10,0.28950336131039656,1.2059700081322802
850,euclidean,average,level,4,6,0.1982754038804867,1.344966520613604
851,euclidean,average,level,4,7,0.3189325076715457,1.3570666618669927
852,euclidean,average,level,4,8,0.3158836044860621,1.2615771690532647
853,euclidean,average,level,4,9,0.29508991112405053,1.2759639927519388
854,euclidean,average,level,4,10,0.28950336131039656,1.2059700081322802
855,euclidean,weighted,,2,6,0.1668642454519837,1.6910925785799342
856,euclidean,weighted,,2,7,0.16232334897996212,1.6351706631526735
857,euclidean,weighted,,2,8,0.15341642814952405,1.5096277117865087
858,euclidean,weighted,,2,9,0.15248883197066931,1.3958416128279394
859,euclidean,weighted,,2,10,0.1518779236710839,1.4970112364853212
860,euclidean,weighted,,3,6,0.1668642454519837,1.6910925785799342
861,euclidean,weighted,,3,7,0.16232334897996212,1.6351706631526735
862,euclidean,weighted,,3,8,0.15341642814952405,1.5096277117865087
863,euclidean,weighted,,3,9,0.15248883197066931,1.3958416128279394
864,euclidean,weighted,,3,10,0.1518779236710839,1.4970112364853212
865,euclidean,weighted,,4,6,0.1668642454519837,1.6910925785799342
866,euclidean,weighted,,4,7,0.16232334897996212,1.6351706631526735
867,euclidean,weighted,,4,8,0.15341642814952405,1.5096277117865087
868,euclidean,weighted,,4,9,0.15248883197066931,1.3958416128279394
869,euclidean,weighted,,4,10,0.1518779236710839,1.4970112364853212
870,euclidean,weighted,lastp,2,6,0.1668642454519837,1.6910925785799342
871,euclidean,weighted,lastp,2,7,0.16232334897996212,1.6351706631526735
872,euclidean,weighted,lastp,2,8,0.15341642814952405,1.5096277117865087
873,euclidean,weighted,lastp,2,9,0.15248883197066931,1.3958416128279394
874,euclidean,weighted,lastp,2,10,0.1518779236710839,1.4970112364853212
875,euclidean,weighted,lastp,3,6,0.1668642454519837,1.6910925785799342
876,euclidean,weighted,lastp,3,7,0.16232334897996212,1.6351706631526735
877,euclidean,weighted,lastp,3,8,0.15341642814952405,1.5096277117865087
878,euclidean,weighted,lastp,3,9,0.15248883197066931,1.3958416128279394
879,euclidean,weighted,lastp,3,10,0.1518779236710839,1.4970112364853212
880,euclidean,weighted,lastp,4,6,0.1668642454519837,1.6910925785799342
881,euclidean,weighted,lastp,4,7,0.16232334897996212,1.6351706631526735
882,euclidean,weighted,lastp,4,8,0.15341642814952405,1.5096277117865087
883,euclidean,weighted,lastp,4,9,0.15248883197066931,1.3958416128279394
884,euclidean,weighted,lastp,4,10,0.1518779236710839,1.4970112364853212
885,euclidean,weighted,level,2,6,0.1668642454519837,1.6910925785799342
886,euclidean,weighted,level,2,7,0.16232334897996212,1.6351706631526735
887,euclidean,weighted,level,2,8,0.15341642814952405,1.5096277117865087
888,euclidean,weighted,level,2,9,0.15248883197066931,1.3958416128279394
889,euclidean,weighted,level,2,10,0.1518779236710839,1.4970112364853212
890,euclidean,weighted,level,3,6,0.1668642454519837,1.6910925785799342
891,euclidean,weighted,level,3,7,0.16232334897996212,1.6351706631526735
892,euclidean,weighted,level,3,8,0.15341642814952405,1.5096277117865087
893,euclidean,weighted,level,3,9,0.15248883197066931,1.3958416128279394
894,euclidean,weighted,level,3,10,0.1518779236710839,1.4970112364853212
895,euclidean,weighted,level,4,6,0.1668642454519837,1.6910925785799342
896,euclidean,weighted,level,4,7,0.16232334897996212,1.6351706631526735
897,euclidean,weighted,level,4,8,0.15341642814952405,1.5096277117865087
898,euclidean,weighted,level,4,9,0.15248883197066931,1.3958416128279394
899,euclidean,weighted,level,4,10,0.1518779236710839,1.4970112364853212
900,euclidean,ward,,2,6,0.35552720356320516,1.459853379046501
901,euclidean,ward,,2,7,0.3573964908822856,1.5165310930542493
902,euclidean,ward,,2,8,0.37428050722043504,1.427441360875183
903,euclidean,ward,,2,9,0.3690212167511685,1.477131781848148
904,euclidean,ward,,2,10,0.3705317171775998,1.3977371576421198
905,euclidean,ward,,3,6,0.35552720356320516,1.459853379046501
906,euclidean,ward,,3,7,0.3573964908822856,1.5165310930542493
907,euclidean,ward,,3,8,0.37428050722043504,1.427441360875183
908,euclidean,ward,,3,9,0.3690212167511685,1.477131781848148
909,euclidean,ward,,3,10,0.3705317171775998,1.3977371576421198
910,euclidean,ward,,4,6,0.35552720356320516,1.459853379046501
911,euclidean,ward,,4,7,0.3573964908822856,1.5165310930542493
912,euclidean,ward,,4,8,0.37428050722043504,1.427441360875183
913,euclidean,ward,,4,9,0.3690212167511685,1.477131781848148
914,euclidean,ward,,4,10,0.3705317171775998,1.3977371576421198
915,euclidean,ward,lastp,2,6,0.35552720356320516,1.459853379046501
916,euclidean,ward,lastp,2,7,0.3573964908822856,1.5165310930542493
917,euclidean,ward,lastp,2,8,0.37428050722043504,1.427441360875183
918,euclidean,ward,lastp,2,9,0.3690212167511685,1.477131781848148
919,euclidean,ward,lastp,2,10,0.3705317171775998,1.3977371576421198
920,euclidean,ward,lastp,3,6,0.35552720356320516,1.459853379046501
921,euclidean,ward,lastp,3,7,0.3573964908822856,1.5165310930542493
922,euclidean,ward,lastp,3,8,0.37428050722043504,1.427441360875183
923,euclidean,ward,lastp,3,9,0.3690212167511685,1.477131781848148
924,euclidean,ward,lastp,3,10,0.3705317171775998,1.3977371576421198
925,euclidean,ward,lastp,4,6,0.35552720356320516,1.459853379046501
926,euclidean,ward,lastp,4,7,0.3573964908822856,1.5165310930542493
927,euclidean,ward,lastp,4,8,0.37428050722043504,1.427441360875183
928,euclidean,ward,lastp,4,9,0.3690212167511685,1.477131781848148
929,euclidean,ward,lastp,4,10,0.3705317171775998,1.3977371576421198
930,euclidean,ward,level,2,6,0.35552720356320516,1.459853379046501
931,euclidean,ward,level,2,7,0.3573964908822856,1.5165310930542493
932,euclidean,ward,level,2,8,0.37428050722043504,1.427441360875183
933,euclidean,ward,level,2,9,0.3690212167511685,1.477131781848148
934,euclidean,ward,level,2,10,0.3705317171775998,1.3977371576421198
935,euclidean,ward,level,3,6,0.35552720356320516,1.459853379046501
936,euclidean,ward,level,3,7,0.3573964908822856,1.5165310930542493
937,euclidean,ward,level,3,8,0.37428050722043504,1.427441360875183
938,euclidean,ward,level,3,9,0.3690212167511685,1.477131781848148
939,euclidean,ward,level,3,10,0.3705317171775998,1.3977371576421198
940,euclidean,ward,level,4,6,0.35552720356320516,1.459853379046501
941,euclidean,ward,level,4,7,0.3573964908822856,1.5165310930542493
942,euclidean,ward,level,4,8,0.37428050722043504,1.427441360875183
943,euclidean,ward,level,4,9,0.3690212167511685,1.477131781848148
944,euclidean,ward,level,4,10,0.3705317171775998,1.3977371576421198
945,euclidean,median,,2,6,0.211670881094413,0.7374960365770553
946,euclidean,median,,2,7,0.20598209102266263,0.6055718836599946
947,euclidean,median,,2,8,0.20598209102266263,0.6055718836599946
948,euclidean,median,,2,9,0.20598209102266263,0.6055718836599946
949,euclidean,median,,2,10,0.20598209102266263,0.6055718836599946
950,euclidean,median,,3,6,0.211670881094413,0.7374960365770553
951,euclidean,median,,3,7,0.20598209102266263,0.6055718836599946
952,euclidean,median,,3,8,0.20598209102266263,0.6055718836599946
953,euclidean,median,,3,9,0.20598209102266263,0.6055718836599946
954,euclidean,median,,3,10,0.20598209102266263,0.6055718836599946
955,euclidean,median,,4,6,0.211670881094413,0.7374960365770553
956,euclidean,median,,4,7,0.20598209102266263,0.6055718836599946
957,euclidean,median,,4,8,0.20598209102266263,0.6055718836599946
958,euclidean,median,,4,9,0.20598209102266263,0.6055718836599946
959,euclidean,median,,4,10,0.20598209102266263,0.6055718836599946
960,euclidean,median,lastp,2,6,0.211670881094413,0.7374960365770553
961,euclidean,median,lastp,2,7,0.20598209102266263,0.6055718836599946
962,euclidean,median,lastp,2,8,0.20598209102266263,0.6055718836599946
963,euclidean,median,lastp,2,9,0.20598209102266263,0.6055718836599946
964,euclidean,median,lastp,2,10,0.20598209102266263,0.6055718836599946
965,euclidean,median,lastp,3,6,0.211670881094413,0.7374960365770553
966,euclidean,median,lastp,3,7,0.20598209102266263,0.6055718836599946
967,euclidean,median,lastp,3,8,0.20598209102266263,0.6055718836599946
968,euclidean,median,lastp,3,9,0.20598209102266263,0.6055718836599946
969,euclidean,median,lastp,3,10,0.20598209102266263,0.6055718836599946
970,euclidean,median,lastp,4,6,0.211670881094413,0.7374960365770553
971,euclidean,median,lastp,4,7,0.20598209102266263,0.6055718836599946
972,euclidean,median,lastp,4,8,0.20598209102266263,0.6055718836599946
973,euclidean,median,lastp,4,9,0.20598209102266263,0.6055718836599946
974,euclidean,median,lastp,4,10,0.20598209102266263,0.6055718836599946
975,euclidean,median,level,2,6,0.211670881094413,0.7374960365770553
976,euclidean,median,level,2,7,0.20598209102266263,0.6055718836599946
977,euclidean,median,level,2,8,0.20598209102266263,0.6055718836599946
978,euclidean,median,level,2,9,0.20598209102266263,0.6055718836599946
979,euclidean,median,level,2,10,0.20598209102266263,0.6055718836599946
980,euclidean,median,level,3,6,0.211670881094413,0.7374960365770553
981,euclidean,median,level,3,7,0.20598209102266263,0.6055718836599946
982,euclidean,median,level,3,8,0.20598209102266263,0.6055718836599946
983,euclidean,median,level,3,9,0.20598209102266263,0.6055718836599946
984,euclidean,median,level,3,10,0.20598209102266263,0.6055718836599946
985,euclidean,median,level,4,6,0.211670881094413,0.7374960365770553
986,euclidean,median,level,4,7,0.20598209102266263,0.6055718836599946
987,euclidean,median,level,4,8,0.20598209102266263,0.6055718836599946
988,euclidean,median,level,4,9,0.20598209102266263,0.6055718836599946
989,euclidean,median,level,4,10,0.20598209102266263,0.6055718836599946
990,euclidean,centroid,,2,6,0.18177604254662963,0.8080241158090056
991,euclidean,centroid,,2,7,0.1555771858573436,0.7877025060786869
992,euclidean,centroid,,2,8,0.12712960343238236,0.8630093628024792
993,euclidean,centroid,,2,9,0.12293718965886545,0.7729139969100591
994,euclidean,centroid,,2,10,0.10975466869501788,0.7649021961167446
995,euclidean,centroid,,3,6,0.18177604254662963,0.8080241158090056
996,euclidean,centroid,,3,7,0.1555771858573436,0.7877025060786869
997,euclidean,centroid,,3,8,0.12712960343238236,0.8630093628024792
998,euclidean,centroid,,3,9,0.12293718965886545,0.7729139969100591
999,euclidean,centroid,,3,10,0.10975466869501788,0.7649021961167446
1000,euclidean,centroid,,4,6,0.18177604254662963,0.8080241158090056
1001,euclidean,centroid,,4,7,0.1555771858573436,0.7877025060786869
1002,euclidean,centroid,,4,8,0.12712960343238236,0.8630093628024792
1003,euclidean,centroid,,4,9,0.12293718965886545,0.7729139969100591
1004,euclidean,centroid,,4,10,0.10975466869501788,0.7649021961167446
1005,euclidean,centroid,lastp,2,6,0.18177604254662963,0.8080241158090056
1006,euclidean,centroid,lastp,2,7,0.1555771858573436,0.7877025060786869
1007,euclidean,centroid,lastp,2,8,0.12712960343238236,0.8630093628024792
1008,euclidean,centroid,lastp,2,9,0.12293718965886545,0.7729139969100591
1009,euclidean,centroid,lastp,2,10,0.10975466869501788,0.7649021961167446
1010,euclidean,centroid,lastp,3,6,0.18177604254662963,0.8080241158090056
1011,euclidean,centroid,lastp,3,7,0.1555771858573436,0.7877025060786869
1012,euclidean,centroid,lastp,3,8,0.12712960343238236,0.8630093628024792
1013,euclidean,centroid,lastp,3,9,0.12293718965886545,0.7729139969100591
1014,euclidean,centroid,lastp,3,10,0.10975466869501788,0.7649021961167446
1015,euclidean,centroid,lastp,4,6,0.18177604254662963,0.8080241158090056
1016,euclidean,centroid,lastp,4,7,0.1555771858573436,0.7877025060786869
1017,euclidean,centroid,lastp,4,8,0.12712960343238236,0.8630093628024792
1018,euclidean,centroid,lastp,4,9,0.12293718965886545,0.7729139969100591
1019,euclidean,centroid,lastp,4,10,0.10975466869501788,0.7649021961167446
1020,euclidean,centroid,level,2,6,0.18177604254662963,0.8080241158090056
1021,euclidean,centroid,level,2,7,0.1555771858573436,0.7877025060786869
1022,euclidean,centroid,level,2,8,0.12712960343238236,0.8630093628024792
1023,euclidean,centroid,level,2,9,0.12293718965886545,0.7729139969100591
1024,euclidean,centroid,level,2,10,0.10975466869501788,0.7649021961167446
1025,euclidean,centroid,level,3,6,0.18177604254662963,0.8080241158090056
1026,euclidean,centroid,level,3,7,0.1555771858573436,0.7877025060786869
1027,euclidean,centroid,level,3,8,0.12712960343238236,0.8630093628024792
1028,euclidean,centroid,level,3,9,0.12293718965886545,0.7729139969100591
1029,euclidean,centroid,level,3,10,0.10975466869501788,0.7649021961167446
1030,euclidean,centroid,level,4,6,0.18177604254662963,0.8080241158090056
1031,euclidean,centroid,level,4,7,0.1555771858573436,0.7877025060786869
1032,euclidean,centroid,level,4,8,0.12712960343238236,0.8630093628024792
1033,euclidean,centroid,level,4,9,0.12293718965886545,0.7729139969100591
1034,euclidean,centroid,level,4,10,0.10975466869501788,0.7649021961167446
